ticker,date,title,publication,llm_response
GAZP,2025-09-02 09:50:47,«Газпром» договорился с CNPC о росте поставок по дальневосточному маршруту,"«Газпром» договорился с китайской CNPC о росте поставок по дальневосточному маршруту, передают «РИА Новости», ссылаясь на заявления главы российской компании Алексея Миллера.Долгосрочный договор купли-продажи газа по дальневосточному маршруту был подписан в феврале 2022 года и предполагал поставки в объеме до 10 млрд кубометров в год. Согласно новым договоренностям, теперь предполагаются поставки газа в объеме до 12 млрд кубометров в год. Газ по данному маршруту пойдет в январе 2027 года.","(2, 4)"
GAZP,2025-09-02 09:43:00,"Рынок и ""Газпром"" оценивают договоренности с Китаем","В понедельник российский фондовый рынок, не получив подкрепления для роста со стороны новостного фона, ушел в минус. «Геополитический фон остается напряженным, хотя без резких шагов. Срок, который Трамп отвел для прогресса в переговорах, истек, но новых санкций пока не объявлено. Вместе с тем США активнее подталкивают Европу к отказу от российских энергоресурсов и обсуждают вторичные санкции против Индии и Китая, что может стать темой после встречи лидеров в Париже 4 сентября», - отмечает Ярослав Кабаков, директор по стратегии ИК «Финам».Утром последовал поток долгожданных новостей из Китая. Торги проходят нейтрально, после недолгого позитива в начале дня индекс МосБиржи опять скатился в минус. На 9.40 мск индекс МосБиржи теряет 0,3% и находится на уровне 2878,99 п.Ряд подписанных в Китае соглашений ненадолго поддержал акции «Газпрома» (+0,4%). Так, «Газпром» и CNPC сегодня подписали четыре документа, в том числе соглашение о стратегическом сотрудничестве. Кроме того, «Газпром» подписал меморандум по «Силе Сибири-2» и определил цену для Китая, она будет ниже, чем для Европы. Также стороны договорились увеличить экспорт по «Силе Сибири» на 6 млрд кубометров. К настоящему моменту, несмотря на подписанные соглашения, акции газового гиганта сползают в красную зону. Бодро растет ТМК (+4,2%), вероятно, на договоренностях «Газпрома» по строительству «Силы Сибири-2».«Газпром» все-таки приступит к строительству «Силы Сибири-2». Не зря Миллер ездил в Китай. С 2023 никак не могли сдвинуться с места. 50 млрд куб. м в Китай будут, как и планировалось изначально. Поставки будут, но до конца не заместят европейский экспорт. Во-вторых, трубу еще строить лет 5 будут. А стройка - это огромные капзатраты, которые могут начаться уже в 2026. Поэтому со сдержанным оптимизмом относимся к новости. Вот когда стройка закончится, тогда «Газпром» станет гораздо привлекательнее», - комментирует Артем Николаев, основатель Telegram-канала Invest Era.Сегодня инвесторы продолжат следить за информационным потоком из Китая. Во вторник состоятся полномасштабные переговоры Владимира Путина и Си Цзиньпина.На вечер запланировано выступление Дональда Трампа, тема заявления не объявлена. «Трамп во вторник в 21.00 мск выступит из Овального кабинета Белого дома с заявлением на необъявленную тему. Может, и не про наши события, но рынок это может держать в напряжении. Сегодня истекает 50-дневный ультиматум Трампа по прекращению огня. Возможно, его заявление опять будет связано с нами, кажется, это пока основное возможное событие», - отмечает Павел Шумилов, независимый аналитик.Приглашайте друзей открыть брокерский счет в «Финаме» по вашей уникальной ссылке — и получайте подарок за каждого. Количество приглашенных не ограничено.Рубль утром укрепляется. Фьючерс на доллар теряет 0,05% - до 80 714. На межбанке доллар дешевеет на 0,2% - до 80,39, евро в минусе на 0,3% и стоит 94,067. Официальный курс доллара ЦБ на сегодня составляет 80,4261 рубля за доллар, курс евро - 94,3841.Нефть подрастает: Brent прибавляет 0,35% - до $68,39, WTI в плюсе на 1,5% и стоит $64,89.Золото торгуется вблизи новых исторических максимумов, утром драгметалл дорожает на 1,1%. «Рост золота - реакция на неопределённость в торговой политике и ожидания снижения ставки ФРС. На прошлой неделе Апелляционный суд США признал тарифы эпохи Трампа незаконными, но они останутся в силе как минимум до октября. Трамп намерен оспорить решение в Верховном суде. Если тарифы отменят, администрации придётся пересматривать недавние торговые соглашения», - комментируют аналитики «Солид брокер».Американский рынок вчера был закрыт из-за празднования Дня труда. Утром фьючерс S&P теряет 0,1%.В Азии разнонаправленная динамика: японский Nikkei растет на 0,15%, южнокорейский KOSPI в плюсе на 1,7%, гонконгский Hang Seng снижается на 0,2%, китайский Shanghai Composite в минусе на 0,5%.","(2, 3)"
GAZP,2025-09-02 09:34:55,«Газпром» увеличит поставки по «Силе Сибири» с 38 до 44 млрд кубометров газа в год,"«Газпром» договорился с китайской CNPC об увеличении поставок по газопроводу «Сила Сибири» с 38 до 44 млрд кубических метров газа в год, пишут «РИА Новости» со ссылкой на заявления главы российской компании Алексея Миллера.Соответствующие договоренности были подписаны компаниями в рамках визита президента России Владимира Путина в Китай.При этом, как передают «РИА Новости», Миллер также заметил, что оплата поставок российского газа в Китай в настоящее время осуществляется в национальных валютах в равной степени - 50% в рублях и 50% в юанях.","(2, 4)"
GAZP,2025-09-02 09:03:00,"""Газпром"" подписал меморандум по ""Силе Сибири-2"" и определил цену для Китая","Глава ""Газпрома"" Алексей Миллер объявил о подписании юридически обязывающего меморандума о строительстве газопровода ""Сила Сибири-2"" и транзитного маршрута ""Союз Восток"" через Монголию. Документ был заключен ""на основании публичного заявления, которое было сделано лидерами трех стран – России, Китая и Монголии"", сообщает РИА ""Новости"" из Пекина.Миллер пояснил, что поставки газа в Китай объективно будут дешевле, чем в Европу, из-за географических и логистических факторов. Газ для КНР поступает с месторождений Восточной Сибири, гораздо ближе расположенных к границе, чем западносибирские ресурсы, ориентированные на европейский рынок. Это существенно снижает транспортные издержки и, соответственно, цену для китайских потребителей.Конкретные коммерческие параметры поставок по ""Силе Сибири-2"" Миллер не раскрыл. Проект предполагает поставку до 50 млрд кубометров газа в год в Китай сроком на 30 лет, транзит – через территорию Монголии.","(3, 4)"
GAZP,2025-09-02 08:59:11,"«Газпром» подписал с CNPC четыре документа, включая соглашение о стратегическом сотрудничестве","«Газпром» и Китайская национальная нефтегазовая корпорация (CNPC) подписали четыре документа, включая соглашение о стратегическом сотрудничестве, расширяющее направления взаимодействия компаний, следует из сообщений «Газпрома», опубликованных в его Telegram-канале.Отмечается, что церемония обмена документами состоялась в присутствии Владимира Путина и Председателя КНР Си Цзиньпина.«За годы совместной работы мы с китайскими партнерами построили прочный энергетический мост, который связывает наши народы и служит на благо обеих стран. Сегодня сделан очень важный шаг для дальнейшего укрепления и развития нашего стратегического партнерства, для увеличения надежных поставок в Китай чистой энергии – природного газа – и удовлетворения потребностей в нем стремительно растущей китайской экономики. «Газпром» всегда четко и надежно выполняет все свои обязательства по действующим контрактам, так будет и в дальнейшем», - прокомментировал глава «Газпрома» Алексей Миллер.В феврале 2022 года «Газпром» и CNPC подписали долгосрочный договор купли-продажи природного газа по «дальневосточному» маршруту на 10 млрд куб. м газа в год. Поставки начнутся в январе 2027 года.","(3, 4)"
GAZP,2025-09-02 08:23:36,"Рынок следит за новостями из Китая, ""Газпром"" лидирует","Российский рынок открыл торги утренней сессии во вторник, 2 сентября, повышением индекса МосБиржи на 0,08% до 2889,29 пункта. Объем торгов при этом составляет 3,49 млрд рублей.Лидируют бумаги «Газпрома» (+0,69%), отыгрывающие заявления главы компании Алексея Миллера. В частности, о подписании юридически обязывающего меморандума о строительстве газопровода «Сила Сибири 2» и транзитного газопровода через Монголию.Также растут акции «Аэрофлота» (+0,62%), En+ (+0,63%), «Ренессанса» (+0,52%), «Астры» (+0,46%).В числе аутсайдеров - акции MDMG (-0,33%), «РусГидро» (-0,33%), «Норникеля» (-0,28%), «Татнефти» (-0,28%), ВК (-0,3%).«В ближайшей перспективе рынок, вероятно, останется в боковом диапазоне. Жесткая риторика регулятора или новые санкционные инициативы могут вызвать коррекцию, тогда как усиление инфляционных рисков и замедление ВВП будут способствовать перераспределению капитала в пользу защитных активов, в первую очередь ОФЗ, тогда как акции компаний с высокой долговой нагрузкой окажутся под давлением», - комментирует Ярослав Кабаков, директор по стратегии ИК «Финам».Главным событием дня станут переговоры лидеров России и Китая в Тяньцзине, а также инвесторы продолжат следить за новостями от «Газпрома» и других сырьевых компаний.Приглашайте друзей открыть брокерский счет в «Финаме» по вашей уникальной ссылке — и получайте подарок за каждого. Количество приглашенных не ограничено.","(2, 3)"
GAZP,2025-09-01 16:50:00,"""Роснефть"" - ставка на разворот негативных трендов","«Роснефть» — крупнейшая в России и вторая в мире нефтегазовая компания по объемам добычи. Деятельность «Роснефти» охватывает добычу и переработку нефти и газа, сеть АЗС и нефтехимию.В субботу «Роснефть» представила достаточно слабую отчетность по итогам I полугодия. Выручка нефтяника уменьшилась на 17,6% г/г, до 4 263 млрд руб., скорр. EBITDA — на 36,1% г/г, до 1 054 млрд руб. Чистая прибыль акционеров за полугодие сократилась на 68,3% г/г, до 245 млрд руб. Финансовые результаты компании в целом оказались близки к рыночным ожиданиям, но снижение прибыли у «Роснефти» стало одним из самых значительных в секторе.Скорректированный свободный денежный поток по итогам полугодия уменьшился на 75,3% г/г, до 173 млрд руб. Частично это связано с ростом капитальных затрат на 10,5% г/г, до 769 млрд руб., но основной негативный фактор — снижение EBITDA. На этом фоне долговая нагрузка «Роснефти» выросла на 1,6 «Чистый долг / EBITDA».Основными факторами сокращения выручки и EBITDA стали более низкие рублевые цены на нефть и сниженная маржинальность переработки, а также рост расходов в том числе из-за высоких темпов индексации различных тарифов. На чистую прибыль дополнительно негативно повлияли выросшие процентные расходы из-за жесткой ДКП.Аналитический отчет от 16 апреля 2025 г.К каким еще бумагам стоит присмотреться в текущих рыночных условиях? Узнайте на регулярных аналитических вебинарах учебного центра «Финам».* Цены и другие рыночные данные указаны на время подготовки материала, выпущенного 01.09.2025.","(-2, 3)"
GAZP,2025-09-01 16:20:00,"Возврат ""Газпрома"" к дивидендам возможен не ранее 2026 года","Газпром отчитался за 1П 2025 г. по МСФО:Выручка: 4 990 млрд руб., -2% г/г.EBITDA: 1 547 млрд руб., +6% г/г. Чистая прибыль, относящаяся к акционерам: 983 млрд руб., -5,6% г/г. Долговая нагрузка уменьшилась до 1,71х против 1,83х на конец 2024 года.Результаты по выручке чуть слабее, чем ожидал консенсус. Основное давление оказали низкие рублевые цены на нефть, тогда как непосредственно газовый бизнес, напротив, чувствовал себя хорошо - выручка выросла на 8% г/г.Нарастить EBITDA удалось за счет ll квартала и отмены надбавки к НДПИ, что сэкономило за полугодие 300 млрд руб. Рентабельность выросла до 31% против 28,7%. Чистая прибыль снизилась под влиянием увеличения налоговой нагрузки.Отметим, что Газпром существенно снизил чистый долг, до 6 трлн руб., что привело к снижению долговой нагрузки. Компания получила положительный свободный денежный поток в 281 млрд руб. против отрицательного год назад.Компания снова не раскрыла скорректированную чистую прибыль для расчета дивидендов, но, по нашим оценкам, за 1П 2025 г. можно ориентироваться на ~9,5 руб./акцию, однако вряд ли выплаты будут в этом году, учитывая высокую ставку. Рассчитываем на возврат к дивидендам в 2026 г.Акции Газпрома остаются сильно зависимыми от геополитики, в целом мы видим в них перспективы для роста, но на долгосрочную перспективу. Наш ориентир на 12 мес. - 180 руб.Источник","(2, 3)"
SBER,2025-09-05 19:11:00,Российские инвесторы ждут заседание ЦБ и встречу Трампа и Путина,"В пятницу, 5 сентября, российский рынок закрылся в «зелёной зоне» на фоне геополитических новостей из США, что Трамп вновь планирует пообщаться с Путиным. Также Дмитрий Песков подтвердил, что в ближайшее время возможен второй раунд переговоров президентов России и США. На фоне ожидания заседания ЦБ в пятницу, где планируется снижение ключевой ставки на 1 п. п., новостной поток может поддержать рынок акций.ВТБ подтвердил планы о привлечении 80–100 млрд рублей в ходе допэмиссии акций, несмотря на текущие условия рынка, сообщил глава банка Андрей Костин на ВЭФ-2025. Цена допэмиссии пока не определена и будет установлена позже. Основными участниками размещения станут стратегические инвесторы. После размещения доля государства в капитале снизится до 50%+1 акция. Сбор заявок по преимущественному праву проходит с 28 августа по 9 сентября, участвовать могут акционеры, владевшие акциями на 11 августа. Набсовет ВТБ ранее одобрил увеличение уставного капитала через выпуск 1,264 млрд акций.Также, ВТБ планирует конвертировать привилегированные акции в обыкновенные в 2026 году. Решение вопроса будет обсуждаться в начале следующего года. Сейчас значительная часть капитала банка представлена ""префами"" двух типов на 521 млрд рублей, полностью принадлежащих государству. ВТБ считает, что конвертация не приведёт к существенному размытию, так как по дивидендам всегда соблюдался паритет. Вопрос оценки ""префов"" остаётся ключевым при подготовке сделки.Акции компании отреагировали небольшим ростом на 0,04%.«Русснефть» за январь–июль добыла 3,573 млн тонн нефти и 1,2 млрд куб. м газа — оба показателя превысили план. По итогам года ожидается перевыполнение плана на 69 тыс. тонн нефти и 63 млн куб. м газа. Введено 85 новых скважин, до конца года планируют ещё 29. Капзатраты по итогам года составят 28,9 млрд рублей, прирост запасов — 8 млн тонн. Компания продолжает развивать Восточно-Каменное месторождение, где темпы добычи достигли 750 тыс. тонн в год. В Ханты-Мансийском филиале строятся новые объекты для оптимизации логистики. Акции выросли на 0,17%.По итогам торгов индекс МосБиржи вырос на 0,97%, а долларовый индекс РТС на 0,65%.Среди лидеров ТМК (+2,56%), Совкомфлот (+2,07%), Роснефть (+1,94%). Среди лидеров падения сегодня ДВМП (-4,75%), РусГидро (-2,85%), Фармсинтез (-1,56%).Инвесторам, интересующимся российским рынком акций, мы по традиции рекомендуем обратить внимание на стратегию «RU. Капитал и дивиденды».Индекс МосБиржиИндекс протестировал уровень 2850 пунктов и закрыл неделю выше уровня 2900 пунктов. При закрытии понедельника выше 2900 пунктов возможен рост до 3000 пунктов.Сезон неоднозначных отчётностей на американском рынке продолжаетсяФондовые индексы США снижаются: Dow Jones на 0,62%, S&P 500 на 0,54%, Nasdaq Composite на 0,29%.Инвесторы анализируют слабые данные рынка труда США за август: число новых рабочих мест выросло лишь на 22 тыс. при прогнозе 75 тыс., безработица составила 4,3%. Эти показатели усилили ожидания снижения ставки ФРС в сентябре: вероятность снижения на 25 б.п. оценивается в 84%, на 50 б.п. — в 16%.Среди корпоративных отчётов стоит выделить:Рыночная стоимость Broadcom увеличивается на 9,23%. Компания нарастила выручку в 3-м финквартале на 22% и дала сильный прогноз, став лидером роста в S&P 500.Канадская Lululemon Athletica теряет 18,32% капитализации после неоднозначной отчетности: во 2-м квартале 2025 фингода снизилась чистая прибыль, выручка выросла, но оказалась хуже прогнозов.Акции DocuSign растут на 5,12%. Несмотря на снижение чистой прибыли во 2-м финквартале, так как скорректированный показатель превзошёл ожидания рынка.Рыночная стоимость Nvidia, чьи акции входят в состав стратегии «US. Сбалансированная», снижается на 2,98%. * Сообщение носит информационный характер, не является индивидуальной инвестиционной рекомендацией или предложением приобрести упомянутые ценные бумаги. Приобретение иностранных ценных бумаг связано с дополнительными рисками.","(2, 3)"
SBER,2025-09-04 13:45:17,Путин попросил доложить ему о ситуации вокруг Южно-Киринского месторождения,"Президент России Владимир Путин попросил доложить ему о ситуации вокруг Южно-Киринского месторождения, передает «РИА Новости».«В перспективе одним из основных источников газа для Дальнего Востока должно стать Южно-Киринское месторождение на шельфе Сахалина. Хотел бы услышать сегодня, какая сейчас ситуация с его запуском», – сказал Путин в ходе совещания по развитию топливно-энергетического комплекса Дальнего Востока.Южно-Киринское месторождение открыто «Газпромом» в 2010 году. По данным сайта компании, планируемая проектная мощность составляет 21 млрд куб. м газа в год.Источник: сайт Кремля","(1, 2)"
SBER,2025-09-03 20:07:45,"Суд в Москве взыскал $105,4 млн с Euroclear Bank по иску «Сбера»","Арбитражный суд Москвы взыскал $105,4 млн с бельгийского Euroclear Bank по иску «Сбера», передает «РИА Новости».Как пояснил представитель истца, слова которого приводит агентство, в иске были заявлены требования о взыскании убытков в размере заблокированного ответчиком из-за санкций дохода по производным финансовым инструментам, принадлежащим истцу и учитываемым на счетах двух российских депозитариев в Euroclear Bank.","(-2, 3)"
SBER,2025-09-03 17:15:25,Акции «Газпрома» позитивно отреагировали на слова Путина про договоренности с Китаем по «Силе Сибири 2»,"Сегодня, 3 сентября, акции «Газпрома» позитивно отреагировали на слова президента России Владимира Путина, который в ходе пресс-конференции по итогам визита в КНР заявил, что договоренности по проекту «Сила Сибири 2» реализуются на рыночных принципах. Как пишут «РИА Новости», Путин также заметил, что Россия и Китай довольны результатом договоренностей, итогом которых и стало соглашение о «Силе Сибири 2».Бумаги смогли несколько восстановить свои утраченные позиции. Между тем к текущему времени акции находятся в минусе на 0,36%, пребывая на уровне 131,7 рубля.Научитесь бесплатно торговать на бирже акциями, валютой, фьючерсами и другими биржевыми инструментами без рисков и вложений по реальным котировкам. Откройте демосчет в «Финаме». Источник: finam.ru","(2, 3)"
SBER,2025-09-03 17:00:11,"Договоренности по «Силе Сибири 2», по словам Путина, реализуются на рыночных принципах","Договоренности по проекту «Сила Сибири 2» реализуются на рыночных принципах, заявил президент России Владимир Путин в ходе пресс-конференции по итогам визита в КНР, слова которого приводят «РИА Новости».Российский лидер уточнил, что это взаимовыгодные договоренности и реализуются они исходя из рыночных принципов, складывающихся именно в этом регионе.Кроме того, Путин заявил, что у России есть возможности поставок энергосырья в Китай. Президент России добавил, что Китай будет получать энергосырье не по завышенным, а по взвешенным рыночным ценам. «Конечно, это будет создавать конкурентные преимущества для наших китайских друзей», - подчеркнул он.","(2, 3)"
SBER,2025-09-02 16:24:34,9 сентября «Сбер» отчитается по РСБУ за январь-август 2025 года,"9 сентября «Сбер» отчитается по РСБУ за январь-август 2025 года.По итогам 8 месяцев 2024 года чистая прибыль банка составила 1,05 трлн рублей, чистые процентные доходы – 1,69 трлн рублей, а чистые комиссионные доходы – 485,8 млрд рублей.","(2, 3)"
SBER,2025-09-01 09:29:03,"""Сбербанк"" прогнозирует снижение ключевой ставки до 16% в сентябре","""Сбербанк"" ожидает, что Банк России продолжит цикл смягчения денежно-кредитной политики. Уже в сентябре ключевая ставка может быть понижена сразу на 2 процентных пункта - до 16%. Об этом сообщил зампред правления Сбербанка Анатолий Попов в интервью РИА ""Новости"" накануне Восточного экономического форума. По оценке экспертов SberCIB Investment Research, к концу 2025 года ставка может снизиться до 15%.Попов отметил, что текущий уровень ставки в 18% остается крайне высоким - реальная ставка с учетом инфляции близка к историческим максимумам. Он указал на признаки охлаждения экономики: темпы роста кредитования и денежной массы с начала года даже ниже, чем в годы устойчиво низкой инфляции (2017-2019). По мнению топ-менеджера, у регулятора сохраняется пространство для дальнейшего снижения ставки. Банк России в июне впервые за три года начал снижать ставку с рекордных 21% до 20%, а затем - до 18% в июле, подчеркнув, что дальнейшие решения будут зависеть от динамики инфляции. Зафиксируйте двузначную доходность на годы вперед даже при снижении ставок. ЦБ планирует снизить ключевую ставку, это повлечет за собой снижение доходности по депозитам. В такие периоды стоимость облигаций обычно быстро растет, а купонная доходность достигает 19,99% годовых, что позволяет заблаговременно зафиксировать высокую доходность на срок вплоть до 15 лет, компенсируя снижение ставок по депозитам.","(2, 4)"
SBER,2025-09-01 09:23:37,"""Сбербанк"" готовит более 10 IPO","""Сбербанк"" работает над размещением на бирже более 10 новых компаний, около половины из которых планируется вывести на IPO во второй половине 2025 года. Об этом рассказал зампред правления банка Анатолий Попов в интервью РИА ""Новости"" накануне Восточного экономического форума.По его словам, такой объем новых размещений сейчас выглядит реалистично с учетом рыночной конъюнктуры. Попов отметил, что высокая ключевая ставка сдерживает активность на российском рынке IPO - в 2025 году пока не закрылось ни одной сделки, тогда как за тот же период 2024 года было девять размещений.Зампред подчеркнул, что в ""Сбербанке"" сохраняется отложенный спрос со стороны эмитентов, многие из которых начали подготовку к IPO заранее. С началом цикла смягчения денежно-кредитной политики растет интерес инвесторов к акциям, что, по мнению банка, приведет к восстановлению рынка и новому всплеску IPO.Попов напомнил, что 2024 год был для ""Сбера"" рекордным по числу и объему первичных размещений. Количество IPO удвоилось, а объем привлеченных средств вырос более чем в два раза. В ближайшие годы банк ожидает ""бум"" публичных размещений в России.Для компании IPO - это возможность привлечь деньги для бизнеса. Для вас — возможность инвестировать в перспективный бизнес через «Финам».","(2, 4)"
SBER,2025-09-01 09:14:31,"""Сбербанк"" ожидает рекордную прибыль по итогам 2025 года","""Сбербанк"" рассчитывает завершить 2025 год с чистой прибылью по МСФО выше рекордных показателей 2024 года, несмотря на снижение темпов роста корпоративного кредитования. Об этом в интервью РИА ""Новости"" заявил первый зампред правления банка Анатолий Попов в преддверии Восточного экономического форума.Попов сообщил, что из-за высоких ставок и умеренного роста ВВП ""Сбербанк"" скорректировал прогноз по приросту корпоративного кредитного портфеля в 2025 году с 9-11% до 7-9%. При этом рекордная прибыль 2024 года составила 1,58 трлн рублей, и банк рассчитывает превзойти этот результат.Спрос на кредитование, по словам топ-менеджера, остается максимальным со стороны крупных застройщиков и нефтегазовых компаний. Однако темпы роста рынка замедлились, особенно в инвестиционном кредитовании: снижение ключевой ставки пока не дало эффекта, заемные средства остаются дорогими, а объем рассматриваемых инвестпроектов минимален за три года. Бизнес преимущественно берет кредиты для текущей деятельности, не запускает новые программы.Восточный экономический форум пройдет 3-6 сентября во Владивостоке.Задумываетесь об инвестициях, но не знаете, с чего начать? Боитесь рисковать деньгами или не уверены, что правильно понимаете, как работает фондовый рынок? Рады сообщить, что существует отличный способ начать инвестировать без рисков и страхов — виртуальный портфель от «Финама».","(2, 4)"
SBER,2025-09-01 09:00:00,"Второй день визита Путина в Китай, выходной в США – основные события 1 сентября","В понедельник, 1 сентября, пройдут внеочередные общие собрания акционеров «ВИ.ру» и Ozon. Акционеры Ozon обсудят вопросы, связанные с редомициляцией. Ранее компания получила согласие Департамента регистрации компаний и интеллектуальной собственности Кипра на редомициляцию в Россию. В то же время на повестке собрания «ВИ.ру» - выплата дивидендов.  Совет директоров компании рекомендовал дивиденды в размере 1 рубля на акцию, а общий размер выплат может составить 500 млн рублей. Формально дивиденды предлагается распределить за первые 6 месяцев 2025 года, но фактически компания намерена распределить прибыль по результатам 2024 года.Продолжится визит президента России в Китай. Пребывание Владимира Путина по приглашению председателя КНР Си Цзиньпина в этой стране проходит с 31 августа по 3 сентября. Российский президент примет участие и выступит на саммите Шанхайской организации сотрудничества. В ходе саммита будут рассмотрены перспективы расширения сотрудничества по ШОС, а также актуальные международные вопросы.Кроме того, закроются реестры для участия в ВОСА «НОВАТЭКа», «Банка «Санкт-Петербург» и «Т-Технологий».Биржи США сегодня закрыты по случаю празднования Дня Труда.Мессенджер MAX с 1 сентября станет обязательным к установке на новые смартфоны.","(1, 2)"
SBER,2025-08-31 12:27:09,"""Сбербанк"" допускает устойчивый рост корпоративного кредитования в РФ во втором полугодии","Если тренд на смягчение денежно-кредитной политики в России продолжится, то во втором полугодии корпоративное кредитование по рынку может перейти от стагнации к устойчивому росту, заявил зампред правления “Сбербанка” Анатолий Попов в интервью РИА Новости в преддверии Восточного экономического форума.Банк России по итогам заседания 25 июля снизил ключевую ставку на 2 процентных пункта - до 18% годовых. При этом ЦБ уточнил ""нейтральный сигнал"" относительно своих дальнейших шагов: решения будут приниматься в зависимости от устойчивости замедления инфляции и динамики инфляционных ожиданий.""Если тренд на смягчение денежно-кредитной политики продолжится, кредитование автоматически станет доступным для бизнеса, а рынок покажет восстановление. А в этом случае во втором полугодии корпоративное кредитование может перейти от стагнации к устойчивому росту"", - сказал он.Попов отметил, что с начала года корпоративный кредитный портфель банков в России по данным на 1 августа вырос на 1%. ""Рынок корпоративного кредитования продолжает расти, но темпы драматично замедлились"", - подчеркнул топ-менеджер.По его мнению, эта динамика объясняется высокой ключевой ставкой и тем, что в прошлом году компании в силу геополитической турбулентности активно замещали внешний долг внутренними заимствованиями, в том числе банковскими кредитами.","(2, 4)"
